Stage Name,Real Name,Group,Instagram,Profile Pic,Kpopping Profile,Bio,ID
Hyunsik,Im Hyun Sik,BTOB,http://instagram.com/imhyunsik,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_E0C52F2D-4E1E-4874-BC5A-DD4625FE2518.png,https://kpopping.com/profiles/artist/412-Hyunsik,Hyunsik is popular among the girls. He's been that way since elementary school. He got personal cooking lessons when he was younger. He is a singer in BTOB.,513
Hyunuk,Han Hyun-uk,IN2IT,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_hyu(3).png,https://kpopping.com/profiles/artist/5986-Hyunuk,Hyunuk is a member of the South Korean boy group In2It.,514
Hyunwoo,Baek Hyunwoo,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Hyunwoo_default_silhouette.png,https://kpopping.com/profiles/artist/5196-Hyunwoo,Hyunwoo is a member of the South Korean boy group D-CRUNCH.,515
Hyunwook,Ji Hyunwook,D-CRUNCH,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_hyun(1).png,https://kpopping.com/profiles/artist/5193-Hyunwook,"Hyunwook is the 5th member revealed on June 7, 2018 of the South Korean boy group D-CRUNCH.",516
Hyunwoong,Kim Hyun Woong,14U,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_thumbnail_hyunwoong.png,https://kpopping.com/profiles/artist/4601-Hyunwoong,Hyunwoong is a member of 14U and its Lucky unit.,517
I.M,Im Chang-kyun,Monsta X,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_IM2.png,https://kpopping.com/profiles/artist/261-I-M,"I.M is the Lead Rapper, Vocalist, and Maknae of Monsta X.
His nickname is Kukkung (means puppy and was given by Wonho).
He lived in america (Boston, US) for 3 years and his ""american"" name is Daniel.",518
I.N,Yang Jeong-in,Stray Kids,https://www.instagram.com/realstraykids/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_jeonginside.png,https://kpopping.com/profiles/artist/2637-I-N,"I.N is a member of the group Stray Kids, under JYP Entertainment.",519
Iaan,Yoo Dong Ju,NeonPunch,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_iaan.png,https://kpopping.com/profiles/artist/4929-Iaan,Iaan is the youngest member of NeonPunch.,520
Ie Ra,Jung Ie Ra,Berry Good,http://instagram.com/jung.iera,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_ieera.png,https://kpopping.com/profiles/artist/2031-Ie-Ra,Ie Ra (이라) is a Korean pop artist. She was formerly a rapper of the group Berry Good.,521
Ilhoon,Jung Il Hoon,BTOB,http://instagram.com/ilhoonmj,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_ilhoon_mmitad_png.png,https://kpopping.com/profiles/artist/414-Ilhoon,,522
Ilkyoung,Eom Il Kyung,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Ilkyoung_default_silhouette.png,https://kpopping.com/profiles/artist/4182-Ilkyoung,,523
Ingyoung,Jung Ingyoung,,https://instagram.com/in_gang626,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Ingyoung_default_silhouette.png,https://kpopping.com/profiles/artist/6229-Ingyoung,Ingyoung is a member of the South Korean duo Bbeum.,524
Inhaeng,Lee Inhaeng,Halo,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_inhaengside.png,https://kpopping.com/profiles/artist/1400-Inhaeng,Inhaeng is a member of 6 member boygroup Halo. He is the main rapper of the group.,525
Inho,Hwang In-ho,IN2IT,https://www.instagram.com/boys24inho/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_inhooo.png,https://kpopping.com/profiles/artist/3163-Inho,Inho is a member of the South Korean boy group In2It.,526
Inpyo,Lee In-pyo,IN2IT,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_in2it-inpyo-1.png,https://kpopping.com/profiles/artist/4788-Inpyo,"He was ranked #8 on Boys24 with a total of 38.58 points.
– He was chosen as a wildcard member by the staff to join IN2IT.
– He was in Unit Green.",527
Inseong,Jeong In-seong,KNK,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_inseong.png,https://kpopping.com/profiles/artist/1565-Inseong,"Member of Kpop group KNK. He was also part of BESTIE's
MV.",528
Inseong,Kim In Seong,SF9,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_inseong_2.png,https://kpopping.com/profiles/artist/565-Inseong,Inseong is a singer and member of the boy group SF9.,529
Insoo,Kang Insoo,MYNAME,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_insooo.png,https://kpopping.com/profiles/artist/1076-Insoo,,530
Ireah,Lee Jonghee,MASC,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_ireah(1).png,https://kpopping.com/profiles/artist/1615-Ireah,,531
Irene,Bae Juhyun,Red Velvet,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_IRENE-350_400.png,https://kpopping.com/profiles/artist/56-Irene,"Bae Ju-hyun better known by her stage name Irene, is a South Korean singer, television host and actress. She is a member and leader of the South Korean girl group Red Velvet. She was part of SM Rookies.",532
Isaac,Isaac Voo Kai Meng,IN2IT,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_958586645716263e7768461b05aa65e0.png,https://kpopping.com/profiles/artist/5987-Isaac,Isaac is a member of the South Korean boy group In2It.,533
IU,Lee Ji-eun,,https://www.instagram.com/dlwlrma/?hl=en,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/IU_Pose_iumasterpiece.png,https://kpopping.com/profiles/artist/110-IU,"Lee Jieun, better known by her stage name IU, is of the most successful solo artists in K-pop history.",534
J-Hoon,Im Jung-hoon,B.I.G,https://www.instagram.com/jhoonstyle/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/J-Hoon_default_silhouette(1).png,https://kpopping.com/profiles/artist/5940-J-Hoon,J-Hoon is a member of B.I.G (Boys In Groove) under GH Entertainment.,535
J-Hoon,Im Junghoon,B.I.G,https://www.instagram.com/jhoonstyle/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_hoon(1).png,https://kpopping.com/profiles/artist/1432-J-Hoon,"J-Hoon is the leader of B.I.G. He is a former street dancer, and is very good at popping. He is known to be very humorous and a mood maker, although a little strict.",536
J-Hope,Jung Ho Seok,BTS,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/J-Hope_Pose_jhopesquare.png,https://kpopping.com/profiles/artist/162-J-Hope,J-Hope is a South Korean rapper under Big Hit Entertainment. He is one of the members of the popular K-pop group BTS.,537
J-Sun,Kim Ji-hae,S.I.S,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_j_sun.png,https://kpopping.com/profiles/artist/4782-J-Sun,J-Sun is a member of the girl group S.I.S.,538
J-US,Lee Seung-joon,ONF,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_j-us.png,https://kpopping.com/profiles/artist/855-J-US,"J-US was born in Seoul, South Korea. He is a member of the boy group ONF under WM Entertainment. He was a trainee for 5 years before debuting. He is part of the OFF Team.",539
J.G,Gao Jia Ning,Cross Gene,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/J(4).png,https://kpopping.com/profiles/artist/1714-J-G,J.G was the original maknae of the group Cross Gene. He was known as the Destiny Gene. He left the group in 2013 in order to further pursue a solo career.,540
J.Heart,Kwon Jaehwan,N.Sonic,https://www.instagram.com/jay_heartt/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_j_heart(1).png,https://kpopping.com/profiles/artist/1853-J-Heart,"J.Heart is the leader of N.Sonic. He also debuted as a solo artist in 2015. Currently, he is serving in the military.",541
J.Jun,Kim Yeongjun,MAP6,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/J(1).png,https://kpopping.com/profiles/artist/1060-J-Jun,,542
J.Seph,Kim Tae Hyeong,Kard,https://www.instagram.com/j.seph_/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_ep.png,https://kpopping.com/profiles/artist/324-J-Seph,"J.Seph is one of KARD's members. He speaks some
English. J.seph has an older sister. He was a trainee for
5 years. Originally BM and JSeph were planned to debut
as a hip-hop duo, but plans were changed. Everyone in
the group says that J.Seph is the funniest member. He
represents the letter A and the Ace card. J.Seph the Ace
explained: “the Ace can either be the lowest card that
supports the team, or the highest card that is sharp.”",543
J.T,Kim Junyoung,VX,https://www.instagram.com/real._.jt/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_jt.png,https://kpopping.com/profiles/artist/1542-J-T,J.T is the main vocalist of the boy group VX.,544
J.Vin,Park Jongbin,MAP6,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/J(2).png,https://kpopping.com/profiles/artist/1063-J-Vin,,545
J'Kyun,Kim Jeong Tae,Lucky J,https://www.instagram.com/jkyunee/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_jkyun_pose.png,https://kpopping.com/profiles/artist/4353-J-Kyun,,546
J'Yo,unknown,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_jyo_pose.png,https://kpopping.com/profiles/artist/4355-J-Yo,,547
Jackson,Jackson Wang,GOT7,https://www.instagram.com/jacksonwang852g7/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_jacksonpng.png,https://kpopping.com/profiles/artist/187-Jackson,"Jackson (잭슨),born as Wang Ka-Yee, born on March
28, 1994, is a native of Hong Kong and a former
representative of the country's national fencing team. In
2011, he earned two gold medals at the Asian Junior
Olympics in Thailand. He claims that those medals were
the key to his parents letting him train in Korea. Jackson
can speak Korean, Cantonese, English, and Mandarin
proficiently.",548
Jacob,Bae Joon-young,The Boyz,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_jacobside.png,https://kpopping.com/profiles/artist/862-Jacob,Jacob can beat-box and really likes cereals. He is fluent in English. His favorite Disney movie is Mulan and watched it about 10 times as a kid.,549
Jacob,Jang Peng,VAV,https://www.instagram.com/jacob.vav/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_jacob.png,https://kpopping.com/profiles/artist/1154-Jacob,,550
Jae,Park Jae Hyung,Day6,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_jae_day6_1.png,https://kpopping.com/profiles/artist/550-Jae,"Park Jae-hyung better known as Jae, is a Korean-
American singer. He is best known as one of the top six
finalists of the popular SBS survival program K-pop Star in
its first season.",551
Jae I,Im Hahyeong,GreatGuys,https://www.instagram.com/jae___i/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Jae_I_default_silhouette.png,https://kpopping.com/profiles/artist/5488-Jae-I,,552
Jae-hyun,Ryu Jae-hyun,Vibe,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Jae-hyun_default_silhouette.png,https://kpopping.com/profiles/artist/6929-Jae-hyun,"Jae-hyun is a member of the South Korean R&B duo ""Vibe.""",553
JaeBin,Deng Bin,VARSITY,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_jaebin.png,https://kpopping.com/profiles/artist/1144-JaeBin,Jaebin is a Chinese member of Varsity. He is the translator of the group as he knows both Chinese and Korean.,554
Jaeduck,Kim Jae Deok,Sechs Kies,https://www.instagram.com/dtizsli/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Jaeduck_default_silhouette.png,https://kpopping.com/profiles/artist/1101-Jaeduck,"Kim Jae-duck is a South Korean singer, rapper, and choreographer. He is known as a member of Sechs Kies",555
jaehan,Kim Jaehan,SPECTRUM,https://www.instagram.com/jaehan__k/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_spectrum_jaehan1_350.png,https://kpopping.com/profiles/artist/6111-jaehan,"Jaehan is a member of the South Korean boy group Spectrum.
He first debuted in 2015 as part of the Kpop duo OneVoices.",556
Jaeho,Kim Jae Ho,HISTORY,https://www.instagram.com/nnano92/?hl=en,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Jaeho_default_silhouette.png,https://kpopping.com/profiles/artist/1024-Jaeho,"Nano (Kim Jae Ho) is a solo artist under Fave Entertainment.
He debuted as a member of the boy group History.",557
Jaehwan,Kim Jaehwan,Wanna One,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/pose_pose(37).png,https://kpopping.com/profiles/artist/317-Jaehwan,Kim Jaehwan (김재환) is a South Korean singer under CJ E&M Entertainment and YMC Entertainment. In 2017 he survived Mnet’s “Produce 101 Season 2“ and qualified to be a member of boy group Wanna One for eighteen months.,558
Jaehyeong,Lee Jaehyeong,The Rose,https://www.instagram.com/gud0011/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_image_10.png,https://kpopping.com/profiles/artist/1126-Jaehyeong,"Jaehyung is a Korean singer under J&Star Company. He is
a member of the band The Rose.",559
Jaehyo,Ahn Jae Hyo,Block B,https://www.instagram.com/bbjhyo/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_jaehyo__block_b___png___2_by_kseniakang-d824r9k.png,https://kpopping.com/profiles/artist/491-Jaehyo,"He is an ex-trainee of Cube Entertainment. There are rumors that he almost debuted with B2ST, He used to be a fitting model. He’s very confident about his looks. Sometimes stutters when talking. Friends with MBLAQ’s Lee Joon.",560
Jaehyun,Jung Yoon Oh,"NCT 127, NCT U, NCT",,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_JH-350X400(2).png,https://kpopping.com/profiles/artist/351-Jaehyun,"Jaehyun is a member of South Korean boy group NCT. He
is part of it's sub units NCT U and NCT 127. Jaehyun is a
DJ for the NCT Night Night radio show along with Johnny.",561
Jaehyun,Bong Jaehyun,Golden Child,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_jaehyun.png,https://kpopping.com/profiles/artist/1011-Jaehyun,"Jaehyun is a member of the group Golden Child, formerly known as the Woolim Boys.",562
Jaehyung,Seo Jaehyung,A-Jax,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Jaehyung_default_silhouette.png,https://kpopping.com/profiles/artist/1555-Jaehyung,"Jaehyung was a vocalist and visual in the boy group A-Jax. After returning from his mandatory miltary service, he decided to terminate his contract in order to pursue a career as a solo artist and an actor.",563
Jaejin,Lee Jaejin,Sechs Kies,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_image_34.png,https://kpopping.com/profiles/artist/1100-Jaejin,"Lee Jaejin is a South Korean singer and dancer. Jaejin is the sub rapper and main dancer of the South Korean boy group SechsKies, and served as the group's choreographer.",564
Jaekyung,Kim Jae-Kyung,Rainbow,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Jaekyung_Pose_jaekyungsquare.png,https://kpopping.com/profiles/artist/109-Jaekyung,Jaekyung is a South Korean actress. She was a member of Rainbow before acting.,565
Jaemin,Na Jae Min,"NCT Dream, NCT",,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_jaemin-350_400.png,https://kpopping.com/profiles/artist/357-Jaemin,Jaemin was under a hiatus due to health issues after their debut with 'Chewing Gum' but came back to participate in promotions for the song 'GO' and NCT 2018's 'Black on Black'.,566
Jaeseok,Park Jaeseok,Golden Child,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_265938393011212(1).png,https://kpopping.com/profiles/artist/1007-Jaeseok,"Jaeseok was a member of the group Golden Child, formerly known as the Woolim Boys. He left the group on January 6, 2018 due to health issues.",567
Jaewon,Lee Jaewon,H.O.T,https://www.instagram.com/jw_jayone1/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Jaewon_default_silhouette.png,https://kpopping.com/profiles/artist/5967-Jaewon,Jaewon was a member of the South Korean boy group H.O.T.,568
Jaewoong,Lee Jae Woong,TROY,http://instagram.com/snow2mic#,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Jaewoong_default_silhouette.png,https://kpopping.com/profiles/artist/6970-Jaewoong,Jaewoong is a member of the south Korean boy group Troy.,569
Jaeyong,Kim Jaeyong,Halo,https://www.instagram.com/jaeyongee/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_jaeyongside.png,https://kpopping.com/profiles/artist/1401-Jaeyong,Jaeyong is a member of the boygroup Halo. He is their sub-vocal and visual. He made his official debut with the the 3rd track '눈부셔' on their third single album.,570
